"timezero","unit","target","value"
2021-12-13,"33","1 wk ahead inc flu hosp",11
2021-12-13,"34","1 wk ahead inc flu hosp",72
2021-12-13,"35","1 wk ahead inc flu hosp",4
2021-12-13,"32","1 wk ahead inc flu hosp",3
2021-12-13,"36","1 wk ahead inc flu hosp",83
2021-12-13,"39","1 wk ahead inc flu hosp",77
2021-12-13,"40","1 wk ahead inc flu hosp",38
2021-12-13,"41","1 wk ahead inc flu hosp",7
2021-12-13,"42","1 wk ahead inc flu hosp",80
2021-12-13,"72","1 wk ahead inc flu hosp",23
2021-12-13,"44","1 wk ahead inc flu hosp",1
2021-12-13,"45","1 wk ahead inc flu hosp",21
2021-12-13,"46","1 wk ahead inc flu hosp",2
2021-12-13,"47","1 wk ahead inc flu hosp",49
2021-12-13,"48","1 wk ahead inc flu hosp",90
2021-12-13,"US","1 wk ahead inc flu hosp",1475
2021-12-13,"49","1 wk ahead inc flu hosp",4
2021-12-13,"51","1 wk ahead inc flu hosp",49
2021-12-13,"78","1 wk ahead inc flu hosp",0
2021-12-13,"50","1 wk ahead inc flu hosp",0
2021-12-13,"53","1 wk ahead inc flu hosp",0
2021-12-13,"55","1 wk ahead inc flu hosp",24
2021-12-13,"54","1 wk ahead inc flu hosp",7
2021-12-13,"56","1 wk ahead inc flu hosp",1
2021-12-20,"02","1 wk ahead inc flu hosp",7
2021-12-20,"01","1 wk ahead inc flu hosp",20
2021-12-20,"05","1 wk ahead inc flu hosp",15
2021-12-20,"04","1 wk ahead inc flu hosp",68
2021-12-20,"06","1 wk ahead inc flu hosp",118
2021-12-20,"08","1 wk ahead inc flu hosp",53
2021-12-20,"09","1 wk ahead inc flu hosp",25
2021-12-20,"11","1 wk ahead inc flu hosp",0
2021-12-20,"10","1 wk ahead inc flu hosp",10
2021-12-20,"12","1 wk ahead inc flu hosp",116
2021-12-20,"13","1 wk ahead inc flu hosp",48
2021-12-20,"15","1 wk ahead inc flu hosp",1
2021-12-20,"19","1 wk ahead inc flu hosp",5
2021-12-20,"16","1 wk ahead inc flu hosp",3
2021-12-20,"17","1 wk ahead inc flu hosp",27
2021-12-20,"18","1 wk ahead inc flu hosp",121
2021-12-20,"20","1 wk ahead inc flu hosp",22
2021-12-20,"21","1 wk ahead inc flu hosp",11
2021-12-20,"22","1 wk ahead inc flu hosp",44
2021-12-20,"25","1 wk ahead inc flu hosp",38
2021-12-20,"24","1 wk ahead inc flu hosp",31
2021-12-20,"23","1 wk ahead inc flu hosp",1
2021-12-20,"26","1 wk ahead inc flu hosp",68
2021-12-20,"27","1 wk ahead inc flu hosp",75
2021-12-20,"29","1 wk ahead inc flu hosp",85
2021-12-20,"28","1 wk ahead inc flu hosp",32
2021-12-20,"30","1 wk ahead inc flu hosp",3
2021-12-20,"37","1 wk ahead inc flu hosp",98
2021-12-20,"38","1 wk ahead inc flu hosp",14
2021-12-20,"31","1 wk ahead inc flu hosp",30
2021-12-20,"33","1 wk ahead inc flu hosp",5
2021-12-20,"34","1 wk ahead inc flu hosp",56
2021-12-20,"35","1 wk ahead inc flu hosp",5
2021-12-20,"32","1 wk ahead inc flu hosp",9
2021-12-20,"36","1 wk ahead inc flu hosp",66
2021-12-20,"39","1 wk ahead inc flu hosp",91
2021-12-20,"40","1 wk ahead inc flu hosp",85
2021-12-20,"41","1 wk ahead inc flu hosp",3
2021-12-20,"42","1 wk ahead inc flu hosp",97
2021-12-20,"72","1 wk ahead inc flu hosp",23
2021-12-20,"44","1 wk ahead inc flu hosp",4
2021-12-20,"45","1 wk ahead inc flu hosp",36
2021-12-20,"46","1 wk ahead inc flu hosp",27
2021-12-20,"47","1 wk ahead inc flu hosp",58
2021-12-20,"48","1 wk ahead inc flu hosp",93
2021-12-20,"US","1 wk ahead inc flu hosp",1981
2021-12-20,"49","1 wk ahead inc flu hosp",7
2021-12-20,"51","1 wk ahead inc flu hosp",44
2021-12-20,"78","1 wk ahead inc flu hosp",0
2021-12-20,"50","1 wk ahead inc flu hosp",1
2021-12-20,"53","1 wk ahead inc flu hosp",5
2021-12-20,"55","1 wk ahead inc flu hosp",48
2021-12-20,"54","1 wk ahead inc flu hosp",25
2021-12-20,"56","1 wk ahead inc flu hosp",4
2021-12-27,"02","1 wk ahead inc flu hosp",8
2021-12-27,"01","1 wk ahead inc flu hosp",60
2021-12-27,"05","1 wk ahead inc flu hosp",33
2021-12-27,"04","1 wk ahead inc flu hosp",149
2021-12-27,"06","1 wk ahead inc flu hosp",97
2021-12-27,"08","1 wk ahead inc flu hosp",63
2021-12-27,"09","1 wk ahead inc flu hosp",21
2021-12-27,"11","1 wk ahead inc flu hosp",0
2021-12-27,"10","1 wk ahead inc flu hosp",17
2021-12-27,"12","1 wk ahead inc flu hosp",126
2021-12-27,"13","1 wk ahead inc flu hosp",69
2021-12-27,"15","1 wk ahead inc flu hosp",0
2021-12-27,"19","1 wk ahead inc flu hosp",13
2021-12-27,"16","1 wk ahead inc flu hosp",6
2021-12-27,"17","1 wk ahead inc flu hosp",49
2021-12-27,"18","1 wk ahead inc flu hosp",96
2021-12-27,"20","1 wk ahead inc flu hosp",33
2021-12-27,"21","1 wk ahead inc flu hosp",10
2021-12-27,"22","1 wk ahead inc flu hosp",59
2021-12-27,"25","1 wk ahead inc flu hosp",63
2021-12-27,"24","1 wk ahead inc flu hosp",10
2021-12-27,"23","1 wk ahead inc flu hosp",1
2021-12-27,"26","1 wk ahead inc flu hosp",102
2021-12-27,"27","1 wk ahead inc flu hosp",112
2021-12-27,"29","1 wk ahead inc flu hosp",126
2021-12-27,"28","1 wk ahead inc flu hosp",54
2021-12-27,"30","1 wk ahead inc flu hosp",17
2021-12-27,"37","1 wk ahead inc flu hosp",180
2021-12-27,"38","1 wk ahead inc flu hosp",46
2021-12-27,"31","1 wk ahead inc flu hosp",45
2021-12-27,"33","1 wk ahead inc flu hosp",8
2021-12-27,"34","1 wk ahead inc flu hosp",56
2021-12-27,"35","1 wk ahead inc flu hosp",3
2021-12-27,"32","1 wk ahead inc flu hosp",8
2021-12-27,"36","1 wk ahead inc flu hosp",78
2021-12-27,"39","1 wk ahead inc flu hosp",180
2021-12-27,"40","1 wk ahead inc flu hosp",151
2021-12-27,"41","1 wk ahead inc flu hosp",8
2021-12-27,"42","1 wk ahead inc flu hosp",119
2021-12-27,"72","1 wk ahead inc flu hosp",15
2021-12-27,"44","1 wk ahead inc flu hosp",3
2021-12-27,"45","1 wk ahead inc flu hosp",50
2021-12-27,"46","1 wk ahead inc flu hosp",30
2021-12-27,"47","1 wk ahead inc flu hosp",84
2021-12-27,"48","1 wk ahead inc flu hosp",107
2021-12-27,"US","1 wk ahead inc flu hosp",2770
2021-12-27,"49","1 wk ahead inc flu hosp",6
2021-12-27,"51","1 wk ahead inc flu hosp",56
2021-12-27,"78","1 wk ahead inc flu hosp",0
2021-12-27,"50","1 wk ahead inc flu hosp",0
2021-12-27,"53","1 wk ahead inc flu hosp",5
2021-12-27,"55","1 wk ahead inc flu hosp",99
2021-12-27,"54","1 wk ahead inc flu hosp",19
2021-12-27,"56","1 wk ahead inc flu hosp",20
